system,solution,output
b'\x02\xee\xbb\x1a\x87\xd7\xee?Pm\xb2>\xcc;\xef?1\xb7\x18\x8f\x94%\xc8?\x88\xccdQ;\xb0\xe8?',b'\xab\xe6\xffvU\xd7\xe7?+\xac\x8e\xfb\xda#\xe1?',b'\x14\x96\xd2\xd9\x0f\xcc\xb7?\xb9Q?\xe8#}\xe5?'
b'B\xc9\x89\x1b\\\x9f\xe6?\x13\xe9\x86\xbf\x89U\xe7?;\xc0\xd52\x00\xb1\xd5?A\xf97?0\r\xac?',"b'\x92\xec\x11j\x864\xe6?\x7f\xf9""\xa9\x9e\xaf\xd0?'","b',\x1c\xc7}mZ\xe7?\xece\xb8\xd55>\xcf?'"
"b"":\xe7\xe9T\xe0\x01a?\xdd\xd5'\x90Du\xe1?S\x9f\x9a\x81\x80K\xec?'\x9b\xf6\xbd\x1bE\xca?""",b'#\xef\xa0\x02\xf5\xa0\x7f?\x8b\x97<\xd8A\xe9\xde?',b'\x04\x03\xa9[\xbfc\xe1?\xa2Ba\xc8\x81\xc0\x88?'
b')\x8d\xc1X\x19L\xe6?\x04\xc4\xa8\x94l\xaf\xba?a\x8f\xe4M\xd9D\xc5?O\xb3\x1f\xadZg\xe2?',b'0\xb0\xd8p\xa2\x87\xe7?\xdc\x7f\x85H]\x9d\xd9?',"b""T\x99\x93\x9b\xfe\xcf\xef?\xd8cU\x82\xd9'\xda?"""
b'k|\x89%\xa3\xd2\xca?l\x1a\x04\xebr\t\xe3?F\x9e^\x08\xbd\xe7\xd7?\xa0\xdc\xb6\xefQ\x7f\xdd?',b'\x83\t\xcc\xd8\ny\xcc?\x10\xe9u\x931a\xd6?',b'\xa4\xa0\xea*\xda\xdf\xea?WsA\x0f\xaf\xfd\xb3?'
b'5\xeac6\xaf\x87\xcd?p\xfb\xb3Y\xd4+\xe2?\xa5\xf9BL\xb2C\xec?T\xbb\x91?9\x86\xbb?',b'_:\xb5L\xe9\r\xca?\x88uW4\xa5\x0e\xc6?',b'acU\xb8\\e\xc4?NP\x9e\x80K\xcc\xd2?'
b'n6\x90\r(\xa4\xe7?`\xe4\n\x94\xb9\x1e\xca?\xbe\xec*\xe6\x18w\xb6?\xc5\xd2\x97\x109\x1e\xd4?',b'\xea$[]N\xe9\xe7?\x15w\xf6t\xf9\x7f\xc2?',b'\x87\xa4\x86-\x96\xaa\xee?\xfb\xab\x12-\xac\x9b\xc8?'
b'\xd6\x9b\xa4;\x80\xec\xef?\x8c\x05S\x07X\xef\xd3?\xe9%\xe7@\xe6\x95\xe2?k\x05\x97\xd8\xc6\xa9\xe5?',b'\x9b\xdf\xf6%\x97\x96\xeb?G1\x8a/$q\xe1?',b'\xcc\x1ad\x89\xce\xc8\xea?\xee\xf8a\x8boH\xb6?'
b'\xf6\x04OBe\xd3\xaa?A\xfb\xcb\xcd\xbbz\xe7?\xc1\xeft!5\xf1\xe9?\t\xb0\x02[\xa9\xd0\xd3?',b';\x06\x9eZ\x01\xee\xdb?1\xa76\xfee\xf3\xdc?',b'\xf6\x03\x99\x1fl\xc4\xd5?\x9a\x15\x9a\xb0eA\xe2?'
"b'\xaf\x1aS\xc9c:\xe9?\xc4\x08\xe1\xd1\xc6\xb1\xec?tu*\x8dV\x9d\xee?\xfbX\xe2},\xef\xd6?'","b""c|\xfb\xe7'\x04\xe2?\xcd\xcd\xb3i\xd7J\xdb?""",b'\x8c\x00\xad\xe1\xd8\x17\xd4?n\xd5\xfb3{\x84\xd6?'
b'S\xed\x91\xd5\xc6\xfb\xe9?2v\xa1=\x87g\xe4?8\xa8X\x90\xc1\xa5\xe3?\xf7u\xbf\x8e(\x02\xe4?',b'{>5$\x0f\xc0\xe0?\xc6\x0c}E\xf1I\xdf?',"b'b\xfc}\xb0\xf0""\xc1?e\xbeN\xb0M\xd0\xe4?'"
b'\xda\xd0\xc5\x8d\xf8\xa1\xb4?\xe1I\x87^\xb1\xcc\xe0?M\x12*\xbc\xf4\xc4\xef?\xf6+\xb6\xaco\xde\xd4?',b'K\x8c+O\x9c\xb3\xd2?}|[\x13\x7fR\xd9?',b'\x9d\xb1\xc5b\xfd\x13\xcd?\xb2\xa4oi\n\xb2\xe0?'
b'\x93U\x11n2\xea\xdc?\xd4!\x81P(\xb5\xed?\x12\xb5\xfa\x0b\xb9\xc9\xef?\x8d\x9amv\xbd\xf7\xe0?',"b""\xf4\xbc#|R\x9a\xd2?'\x19\xb5\xd2\xd6\xce\xde?""",b'\xacw\x96\xc5\x85r\xdb?w\x7f\x0f\xf11\xb9\xba?'
b'\xdd\x91w/sq\xe2?#N\xe5\xbc\x18-\xe5?b\xd3\x10v\x06\x1d\x7f?\x04\x1d\xadjI\xc7\xef?',b'\xad\xa5\x80\xb4\xffA\xdd?\x07\x1b\xa6\xcfq\xe2\xb0?',"b'w\xadv8$%\xe7?b\x86jS\x03,\xaf?'"
b'\xde\xe0\xd1\xe7\x1f\xd4\xce?\xe8\xb0N\xd7\x0bl\xe5?\x9c\xde\x83\xdf\x9f\x95\xe8?\xfa\x98r2/\x8f\xec?',b'\xc8\x83g!\x85{\xe0?\x02E\xb0\x9a|\x8d\xe6?',"b""OIM\xa4U\xb4\xa4?\xca\xa8\xae\x0b\xe2'\xe8?"""
"b'\x0f\xdf6\x11\x05,\xef?\x97\xdaZx\xc1T\xaf?\xf0\xbc\x1a\xc1B\x9d\xe2?\xd8\x8e5e\x9f\xee\xed?'",b'/c3Uj\x15\xd5?\xfa\xa0_B\xa2\xfc\xe0?',b'\xa0\xb1\x8b\x144&\xd4?\x0f\xa5 2R\xca\xd7?'
"b'\x9c\xe9\x14\x9a\xdaH\xe4?b\xa2\xbd\xd1\xf9V\xe3?"",to\x8f\xef\xc2?<\r\xff\x86\xdc\xae\xe3?'",b'\x8f\x0f\xe5\xd1\xae>\xc4?\x9b\xc1ch\n\xd7\xc0?',b'\\\x1b\xdbGcH\xae?\xde\xb5\xb9\x1c\x9b\x8e\xc9?'
b'<\xda\x9b\x8c\xe8\xa6\xeb?\xee;L\x1c\xf5g\xc5?\xd0\x92\x8d(iU\xe3?.\xdc^w_\x1a\xe8?',b'\x13.\x81\xe7 \xa0\xe4?\x85W\x16u{\x83\xef?',b'l\xca\x82\xa8z\xab\xe2?A\x8f\x19\x85\xed\xdc\xea?'
b'\x99+b\\\x9ap\xd5?\xde\x04|\n\xc2M\xea?\xa4\xc9\xde\xb5\xf8\xf2\xe6?$\xb3\xbc\xa3\xadg\xc9?',b'\xd3\xcaR%\xa9p\xef?\xbb\x07K\xe9W\xa2\xe7?',b'4\xef\x93\xef\xad6\xe9?h\xce\x9e\xdd\x16\xf9\xeb?'
b'vH\xf7\x94\x18\x9b\xed?\xc1\x9c\xea\xda(\xdc\xe9?W\xafC\xb1\xec\xb4\xb6?M.)\xeb\xf5\x16\xe8?',b'\x96\x1d\xc9\x82\x15I\xe3?o\xa0\x9f-\x10R\xcc?',b'\xb7\xd6\xe7\xe0i(\xdc?\x08 \x10\xd9\x1c\xfc\xce?'
b'1\xd4\xddL\xb7\xd2\xe4?B*\xbd\x1d~\n\xca?\x9f\xc7\xac\x07ah\xed?\x80\x10ff\xa8\x82\xe3?',b'{d\x94\xe3%j\xcf?\x14\x9e\n\x97\xd9\xb0\xe4?',b'\xac!\xe3M\xcb\x13\xb6?\xa5b\x18@\xc8\xc6\xed?'
b'4B\xe4\x99<*\xea?ay\x88-\xda\xcf\xe0?F\x01h\xb5<\xe6\x86?\xccgP\x9f\xaa\xc3\xeb?',b'e\xd6\xbd\xdb\xdd\x7f\xda?\xab\xc3\x1b\xe3\xd4\x98\xce?',b'\x9c\xfe*.rA\xd5?\x1c>L\xdb\xc5[\xd1?'
b'\xaf\xe1\xf1\x06\xfbc\xe2?\xf8\xbf\xe9~\xca\x08\xe7?\xab\xe4\xe7\xaf%\x9e\xcc?\x92\xe7\x1bM\x05\xe7\xe8?',b'$T\x1d0\x17\n\xd0?\xe7\xac\x89\xe4\xaf9\xc7?',b'\x943\x9b\xf3\xf7\xcc\xcc?p\xca\xf6\xb0\r\x92\xc5?'
b'\xfey\xbfv\xd5\xa8\xcb?\x85\xc4\xa81B\xf4\xc8?\xc2&[\xf2\xb2\x05\x90?\xd1\xc8J@\n&\xe2?',b'\xc6I\x06%q{\xc5?\xe2\xd9q\x05\x0cy\xd9?',b'\xea\xdb\xd0\x8b\xf8\xd6\xc2?\xf5\x8f\n\n\xc3S\xe6?'
b'\x10\xf2\x93\xcd\xc9\xe9\xe0?\xaa\xe0\xc7\x03W\x1a\xc7?e\x9b\x86n\x17\xf6\xed?\xf6`1n\x93\x9f\xc4?',b'\x11\xf8\xcb@\xc8f\xdb?o\x89\xb7)y\xf0\xe3?',b'\xa5\x03\xe7\xc7\xe4\x98\xe0?\xf3~\xcbEJN\xeb?'
"b'7""s\xc0\t`\xd0?\x83\x1eA\\\xff\xef\xe0?\xdd2u\x91!+\xec?A#\x9e\ru\xaf\xc4?'",b'\xf8\x9cG\x07\x1c\xb0\xd8?\xae\xa9\xe2|\xa0\xab\xe9?',b'r\xa3\xe5g\xc1M\xeb?\x84\x07$\xe0\xe4>\xd4?'
"b""\x7f\xc7l\xa0+\xd7\xe0?\x98D\x07n\xee9\xee?\xb7@')U\x87\xde?V\x85\x1f\xffy\xd8\xa7?""",b'\xe4\x9c;n\xb6\xe1\xe8?c\x9e\x11|>\x90\xdc?',b'\x08L\t&N\xf1\xec?V\r3\xe6\xd4n\xd4?'
b'\x9e\xed\xf2)\xd7\x06\xd8?\x01\x89\x05B\xdb?\xe2?Z\xc3\x7f\x99s\x19\xea?<\xd0\xf1n\xb8\x11\xeb?',"b""\x08\xca\x8e\t\x08x\xe0?\x90'\x0f,\xc3O\xe9?""",b'\xc6lE<aP\xbb?\xe4z%\xc9X\xa1\xea?'
b'\x98o\xb7\x03\xf9\x02\xc8?\xdd\xcf)\xc8\xcf\xa6\xe3?\xc7\x88\xc0h\xc1\xf1\xef?\xcd\xb3\x0e\x1e\xd8\xb7\xa0?',b'\xf0\x08\xfaMY\x14\xe2??\xa0\x9e\x04W5\xd5?',b'\xfaY|$\xac\x83\xd3?\xc4\xf7~\x88\xa3u\xea?'
b'g\xb5#I\xce1\xed?Q\xc5\x85\xea\x83X\xe6?\xbf^\xe5\xf9\xa1\xcc\xd1?t\x89\x97eWS\xe9?',b'U\x87\x9a\xf0d:\xe8?\x05\xe0<(j\xe1\xd0?',b'\xd5\xf34o@)\xe9?f\xa9-?\n*\xad?'
b'\x04\xaa\x7f\x10\xc9\x90\xc3?\x02\x97\xae\xfd\xf0\xd5\xe1?7kS\xe9\xe5\xdf\xe4?H\x9d%mO\x15\xe0?',b'\xc0xi7\xb8\xfc\xd4?b\xa7\xb3\xeez\x04\xda?',b'C\xab\x96\xf9\x0b\x92\xcb?\x03\xa4gi\xd4\xef\xe0?'
b'\xd0\x95\xef\xb6^\xd5\xdd?\xde\xda\xd3\x1f\xab%\xc5?K\xbd\xd9\xac\x1b+\xef?\xc3\x86\xc0\xf4j\xfe\xee?',b'\xe8\xe2g\n:\xed\xda?\x10\xed\x00\xdb\x03\xa5\xee?',b'\xd2`\x15\x97\x06t\xeb?Vv\x01\x16V \xc0?'
"b'\xf8\xd4^\x02\xbf\x7f\xef?\x81O\xbd\x7f=\xf0\xe2?\xb3/\x13$:\xd4\xe5?\xe9\x81,\x97\xcf\n\xea?'",b'\xfd\x97sBKK\xe8?r\xd4\xb8\xd4\x94\xa6\xec?',b'\x19\x82\xa5\x92\xbbU\xcc?\x9f\xeb\x07r}D\xed?'
b'\xd7*\xeaa\xa2\x80\xe9?\xae\xb88*7\xd1\xe9?j_H\xa0$\xb1\xe4?\x99=;\xa6\x0f\x99\xdc?',b'F\xc1B\x9c=\x06\xec?\xe9v\xdd\xf8f]\xe4?',b'\xdf\x054\xde\xab\x99\xe7?A?\x83%\xa8\xd8\xd6?'
b'\x10\xe9u\x931\xc1\xef?I7\xba1\xda\xf6\xdd?\x1b$Lj\xcb\x8d\xe2?\x1d0Y&\r_\xef?',b'E\xf4\x8c\xf9\x90b\xee?\xcd.\x8c\xb2\x86\x84\xed?',b'C\xb0\xbc\xb0Q\xc4\xe6?`kk\xf4\xed\xa4\xe0?'
"b""\x99\xba\xe9\x9e\x8e\xca\xeb?\x14e\xca\xe2Y\xdd\xbc?:\x8b\x07)\xb2u\xd2?\x9e2\x8a'\xb3\x88\xe3?""",b'\x11%\x10e^\xbd\xe2?\xf9\xdf\x84!\xf6\xb2\xcb?',b'\xbeO\xca\x9a:k\xe5?\xf8\xd7\xd0\xaaN\x93\xa3?'
b'\xee\xfb\xc3\xd8:\x1f\xa1?\xd77\xcd\x8e\x96{\xc8?\x81pO\xa1\x04g\xe1?\xea\xa2\xd7U7\xcd\xeb?',"b'\x9b\x13b\xcb~\x1f\xa4?Hqm,QK\xdc?'",b'\xa3w\x92z2\x85\xe5?\x95\xf8y[\xbd\x80\xb6?'
"b'N\x9b/\xfe\xcf\x84\xeb?\x13\xb7L~rQ\xe0?&\xd9\xd1\xd5\xa94\xaa?=\xb0\xca""\xa0\xc4\xeb?'",b'G/\xd5\x92\xaf\xa0\xe1?}\x05\xab\xe2t\xaf\xd7?',b'\xc9f\xc27\xcb\xb5\xd9?\xa9\x17p\xc8S\xc7\xd9?'
b'\x11\xe3V\xbd\xd3\x8f\xee?t\x10\x11\x8a\xef|\xdd?\xf1\xe6\xfcV\xe3S\x91?0\x9a[B\xba/\xed?',b'`\x06cD\xa2\x90\xeb?\xd2\xc4\x1a\xb2\xaas\xdd?',b'\x1a\xe3\xc9\x12jC\xe5?\xb5\x85\xbb\xdf\x81\x80\xdf?'
b'\x83\x91M\xa8\x96#\xe0?\xc7H\xf6\x085\x03\xd7?sy\x9c7\x88\x95\xe6?\xed\xf5jWS_\xdd?',b'|wT\xca\xa5\xf0\xe3?i\x9de\xd4\x84\x86\xea?',b'P~h\xfa\xaeS\xe1?\xc3~|\xf2\xe2&\xef?'
"b'}\x96\x84\x97""q\xc5?B\xe0/\x03!\x9b\xe6?\x9a\xe85n\x18\xa2\xec?e{%wu\x9a\xc0?'",b'\x02wf\xa3\xefE\xe5?~\x02\x078\xad\xa9\xe1?',b'd5f\xff\xd6\xd7\xdf?5\xb3\xbb6\x83V\xea?'
b'\x85\xf6\x03\x81B\xfb\xed?\xcc\xecVC\xa0\x02\xb9?\xdeg\xa6\xc5*\xaf\xe5?\xcd\x0c\xf2\xe5\xcb\xac\xee?',b'oJ\x9a\xbbm\xd1\xd9?O\xb7\xc3\x91\xcd\xf6\xdf?',b'_?\x99]\xd7\xfe\xd9?\x1aNYw\xdd\xef\xcd?'
b'\x870\x9f(\xe0I\xeb?\x7f\x98\xef\xa6|\x04\xc7?Z\x81B\xb9D`\xe3?Q\x98\xde\x9b2\xb9\xdc?',b'\x0f\xd5sV4k\xe6?5\xcbm\x14\xbcu\xe7?',b'\xaf\xbe\xd0 GV\xe5?-p;\xcb>|\xe7?'
b'?\x05\xfa#\x90\xfb\xef?\xc7\x97\x16\x16XW\xc6?\xbb\xccU\x98c\xbe\xe4?=d\xeb\x95\x89\xed\xec?',b'w\xd6n\xbb\xd0\\\xe4?\\p\xcc\xd35\xaa\xda?',b'\xb4v)^\x8cX\xe4?\x1b\xa1\xeb\x95\x16Nt?'
b'\x03\x1b!M\x06\x91\xa0?\x10\xb05\xdf\xb1\x8d\xe6?.\xc3\xe2\xe4<\x8b\xe4?X\x80!q\xb0\x13\xe2?',b'j\xb1%\xf5\xaf\x16\xe6?_\x1c\x85\xb9\x177\xe8?',b'\x96\xe9Nk\x1a#\xd5?\xbd\xb8\x1a\xfd\xef\xda\xee?'
b'\xa59he\xb1c\xea?Ag\x90\x8a\x18Y\xce?\xabd\xf86\x9ao\xe5?\x025J\xd1\xa9O\xef?',b'\x8fu\x8a\xb8\xad\xab\xd1?\x92\xd9\xac<y\x7f\xe1?',"b'\x0ee\xf0}|\xc0\xcb?Q\xa3\xb2c""D\xda?'"
b'\xc4~\r\x90\x81\x9f\xec?\x01S\x82\xd5\xc3\x9d\xe5?}\xadK\x8d\xd0o\xe3?\tK\xe1\xe6\xf9\xd8\xe5?',"b'\x80\xba\x81\x02\xefd\xd4?_\xa7\xa2\xc2""\x90\xd0?'",b'\xf7\xc9\xed\xaaLM\xcb?\xc8\xbe\xa4\x05\xf2:\xc8?'
b'\xd03\xac\x98\x00\xb2\xec?\xd4q\xeb$\x11\xd0\xcb?V\x80\xce(\x86y\xc5?\xc3r\xf8b\xf7\x96\xef?',b'\x91J-k\xcd\xdc\xeb?\x92\xdf\xcb\x12\xd7\xd0\xee?',b'P{\x97\xebT\x84\xe8?\xeaI\x92\x18\xa3\x0c\xeb?'
"b'\xb0\xd9\xfc\x85??\xe7?L\x96I\xc3\xdfE\xe8?\xe4\x9e\xae\xeeX,\xdf?\x0cWjj\x97^\xeb?'",b'\xf6\x05W\xedX\x14\xe6?e\xde.$\xf5\xb8\xe7?',b'A\xbfRS\xd7F\xbc?\x8d\x14q\xd6\x1a\xb9\xe9?'
b'@`\xedAkR\xe2?\xd3\xa8\xd9f\xd7\x9b\xe3?\xb0q\xfd\xbb>3\xd3?\xab\xb5j\xb6v\xcb\xe9?',b'\x1b\xe37Cy8\xce?\xfb\xc6\xbe\x01\xb9\x86\xcc?',b'\xa2\x00\tB\xa6\xc6\xc8?~\xbeu*\xeb*\xca?'
b'\xcdY<H\x91\r\xec?\x0c\x17\xe2&\xdd\x95\xe4?\x0e\xf5\x9a\xa2L\xf8\xe5?\xd5+\x1b\x8c\xc7\x1b\xe4?',b'im\xe0/\xe2\xb2\xe2?f\x95F\x8a\xd0!\xdf?',b'n\xccG7\x8e\xcc\xdf?2\xff\x11\xf9\x8e\x99\xcd?'
b'\x80e\xa5I)h\xd4?g\xab?\x80\x14\x8e\xde?Kv\t\xda&\xcd\xeb?\x93W\xa5\xfc\xbd\xb7\xe1?',"b""'7\xe5e\xa8e\xcf?Y\xa0@L\x80\xa9\xdf?""",b'\xe0q0n>\xf7\xda?\xbf2\x07V\x8e\xbe\xcd?'
b'G\xbc\xc8F\x18-\xe1?NG\x007\x8bw\xe0?\x8c\x80\x8e\x7f4\xf6\xe6?J\xd1\xeb\xcb\xa9O\xc9?',"b',t\xb1\xab\xc1\xa2\xdf?\x15\x1b\xd2,\xf9m\xd9?'",b'\x8d\xfd\x98\xf9\x93\xf5\xd9?\xe9\xad\x05\x8e33\xe1?'
b'|4I\xea\x0c%\xe4?c\x8b\x0fy\xec\xe3\xe8?\xf3\xadQ\x07``\xed?\x98\xb3\x0c\xabW\x95\xcd?',b'\xeeZ\xc6v\x8ce\xe2?\xc5+\xbd\xf4\xfe\x98\xe8?',"b'\x9d|\xb4\xe2?,\xea?\xc6\xc2\x97\x86\r\xc0\xb3?'"
b'=\xc7\x91\x18N\xe3\x98?\x19\xa23\xfe\xb7\xf1\xef?\xba\x92\xd3\x8df\xfb\xe2?[\xcb\xa6Tp\x15\xe5?',"b""No\x90Zr\xe6\xdc?\xdb'\xb2\x9c\xa5\x00\xe2?""",b'\xb36\xd7b\xadU\xdd?~pPT\x87<\xdc?'
b'i\xa4)+\x1b\x90\xe8?\x04\x8e\x88R\x10\xf6\xde?X\xc7\xf1C\xa5\x11\xa7?<WJ\x85g8\xe2?',b'\x1f\xdb\xf0\xc3Z\xff\xee?\x12\xe7\xd9\x93]\xfc\xd6?',b'zhp%\x0c\x1d\xed? \x1b\xc6\xfd\x85\xe1\xe1?'
b'\xf7\xdd\x9dJ@+\xbb?mT\xe9\x1f+5\xe0?\x86I\xa7d\xef\x9b\xe5?\xc9\xbf\xe0\xe4\xc8T\xe0?',b'\x0chu\xb4\xa2\xf4\xd3?\xb6\xaa\x99s\xf8}\xeb?',b'\xc9\xbb\xdd%\xae\xae\xee?\xd9\xbe\x83\xf5\xa4\x8a\xda?'
b'\xf0\x88L\xf1\x9f\xcb\xdb?g\tt\x1e\xfca\xee?:?A9<\x8a\xed?kv\xack\x17\x87\xd9?',b'\xc3\xeb\xe1h\x1a\xf6\xe9?\x0f\xd0\xbfU\x85\xc3\xe5?',"b',\xdb\xe68IQ\xdd?*0Y\x07U\xa3\xe4?'"
b'q[\x95#\xe8X\xc5?\xa9\x8b\x90\x91\x1eL\xe2?\xfd\x82\xfe\xbeV\xb4\xe2?L\x93km\x8e\xb1\xcc?',b'\x07\x18\xc8y \xae\xe6?W\xd8\xc2\xe2&\x99\xe8?',b'\xc6\t\xdc\xa5lA\xee?\x8c\xe0h:$\xd7\xee?'
b'\x94\xf4\xd5\xfa\xc7\x07\xed?\xcc\xe9\x99\xfb7q\xc7?\xf5\xe9\x04v-\x88\xd9?q\xd9tF\x8c\xa5\xe9?',"b'F\xdbJ\x12\xf8A\xe0?\xe5,\xcb[\x9e\x1c\xd4?'",b'\xbb\xd9\xb6=W\x1b\xe1?\xec;iZ\x9f \xc0?'
b'\xa6!.)\x0c\x04\xdd?__-o\xf5Y\xe4?\x90\x02\xfa3r\x8c\xed?\r/o\xab\xac\xef\xe6?',b'\x8d |\xc5\xa6\x97\xd7?\x8c\xe3v\x1e\xcb\xd1\xe1?',b'(\xc5\xb1\xf3g\xf1\xd5?\xa0\xbaF\x1d\x1bt\xd5?'
b'\x96\x95h\xc1r!\xd9?\xa7\r\xc1P\x0b\x8e\xd2?\x98M_S\x10\xd1\xa4?`H^\x08\xff\xe3\xec?',b';H\x99\x1e^\xe1\xdc?6Z\xed\xe5gX\xea?',b'/t\xd7\xda\xa5\x81\xdf?^p\x86w\xabx\xec?'
"b'""6\x16\x1cw\r\xe3?\xb5\x12_\x92o\xdb\xed?\x8b\x04K\\dn\xef?\x8fe\x0bR:\xa2\xb3?'",b'\\L\x9ex\xef$\xe5?\x13;d\x14\x15\x1b\xe4?',b'\x95\xe6\xc2vF\xae\xe3?\xab\xdd\x8c\x88\xbd4\xd4?'
b'\xaf\x03k\xc5\xcc\x98\xe9?\xcaei\xc8\xf4\x1b\xdb?\x94\xa5\xb5\xed\xa4\x93\xd5?\xcb\xa1\xc1}Or\xe8?',b'\xa3\xf9k\xcb\xe3\xdd\xe7?\xde\xb7\xce}A\xc4\xe5?',b'O\x0f\x91\xa6J?\xe3?\xfeJX\x05\x88\xff\xe3?'
b'|\x98\xbdl;\x8d\xec?\x87\xa6\r\x03m]\xd4?\xd8\xf8e\x93p\xdf\xd9?\x93\xe5\x03\x86\xd5\r\xee?',b'\x83\\w-\x00\x11\xe4?\xc2\xc8\x81\r>c\xe3?',b'\xdd\xa5\xe5\xb1\x10\xdf\xe1?\xfb#\x10\x86\xa5\xe6\xd9?'
b'J}z\xe8\x92\\\xee?\x9d\x18\xab0*g\xb8?\xe9\xe9Lo\xb9\xd9\x9f?\x9dd\xed\xe7\xfbF\xcf?',b'}\x19st\xe8\xb6\xe0? %\xd9\x97*\xa0\xca?',b'\xfc\x8fbj\x0b%\xde?\xb3s\x99\x0b\x83R\xe9?'
b'^\x05!\xee$\x01\xd0?h\xdd\x92^\xcc}\xca?v[\xb7{\x98A\xef?Ask\x0c\x19\x13\xa7?',b'\x15\xd9\xb5Z\xb3W\xd2?1DN_\xcf\x17\xef?',"b'\xcf\x1a\xde\xe7\x08\x8c\xef?Si\x06,\xa1\xc8\xc8?'"
"b'\xbcc\xa9\xdc\xe1\xc2\xd5?\xef,\x0f\x0c\xffm\xb0?\xef\xb0\xc3w\xe6\x8e\xc2?K\xf4\xe8\xfc\xca\xb9\xd0?'",b'2\x8f_\xec{\\\xca?\xaf\x897\xf8\xe3r\xc6?',b'\x9b\x98\xbe\xc2(\x1f\xe1?\x88\x1e\x1d\x86\xad\xf3\xd7?'
b'*=.\x05\xff6\xc6?\x88\xc9\x86\xfb\xe9{\xe6?2\x86\xc5\xea\x87\x7f\xea?\tZ\xbb\xcc4*\xe5?',b'\xe7\x84\x96\x96\rB\xcd?\x16\xa9\x8bo\x83\x15\xea?',b'\xe6\r\xc3\xff#\xe2\xec?\x9c\xb6\xd9\xd3\xf24\xba?'
"b'@3%\xe50\x90\x9a?\xa6\xdd""\x0f\xc8\x0e\xdb?2\x07\xbd\x0e\x07O\xe0?\xfd\xac\xa6\xa9m\x9c\xe6?'",b'-\xef\x89\xf9\xe2 \xd7?88\xc7o\xc0\xbd\xe4?',"b'\xb3\'\x9a\x86""A\xb8?X\xc3A\x01\xc0*\xeb?'"
b'\xec\x92H\r3\x15\xd5?)\\n\xb4\x0c\x06\xcd?\x9a\xe3\xe4\x97$\x83\xd5?\xec$K{\xbdz\xec?',b'MO\x16\xc6/\xdf\xd6?\x94>B\x07<t\xe0?',b'\xb4\xb3\xb4S\xe2\xb6\xed?\x16\xf0\xeb\xc5\xdc\x0f\xcd?'
"b',.m\xbcd\xf1\xec?ta \xdf\x10\xf0\xd9?\xca\rm\x9d\x0be\xd1?M\x86\xc2\xeb#\x05\xc9?'","b""4\xd1\x8c\xea\x19'\xd7?\xa1\xc4B\x08#Q\xbe?""","b'\xc8\xef\xca\xef\x12\xd1\xd5?\xab,\xbf(\xec\xe0\xc0?'"
"b':\xa3\x18\xe6%\xfb\xe3?\xf8>,\x06\xd5\x07\xef?h\x91\x92\xc3\xcc\xa3\xdd?\x8f(ad\xd1M\xd8?'",b'\xe3]\xa28O\x8e\xeb?\xf5\xc3\xdfa\xa0L\xdf?',b'/z\xa6\xea\xb99\xe6?\n\xf9\xb1\xb2\xfb5\xdc?'
b'td@Q4\xaa\xe7?GV~\x19\x8cq\xe1?\x9f<\x0b\xc6\xb1\xc3\x8a?\xd3WF\xd9\x11\x1d\xe9?',"b'\xaf\\\xb1\xb7{\x16\xe3?,\xe8(\xcd\x07\xc0\xdc?'",b'\xe4\x94\xc6Z\xb5\xec\xd8?t\x08\x9b\xa0\xfe\x1b\xe2?'
b'\x7f\xa2\xb2aMe\xd6?V\x0e-\xb2\x9d\x0f\xeb?\xa5\xccY\xe1\x8e\x9e\xec?\x9a\x8a\xbf\xb3^\x88\xe9?',"b""\xe4\xc1\x92\x82\xd9\xca\xd1?\x99\x18\x81g1'\xd4?""",b'X\xf0\x01\xa0\x85\xdc\xb7?\xb7\xd4\xb8\x81>\x92\xd2?'
b'qA\xf0\xd7\xe8\xa5\xe4?D?\xe8\x13Xd\xee?\xea\xde\xf5_\x08\xd5\xe6?Bq\xae\xfe[\x0b\xa7?',b'\x1b\xab\x83r\x91\xb1\xe8?0\x89\xed\xcd\xf3\x10\xd8?',b'\x14\x83\x99\x9d\x0f\xd0\xdf?&\xdc\x1d\xaa\x10c\xde?'
b'\x8dF_\xbda\r\x91?Z\xc0>\x19g\\\xea?\xfe\xf0\xb1\xc3\xb1\x11\xd7?`a\xfb\xa8\n\xb6\xdf?',"b""\xf1\xfa'\x13\x12\xe4\xe4?\x08b\x13x\xab7\xe0?""",b'\xfc\x13Sx\xb4\xd7\xd4?Ny3\xd0.&\xe9?'
"b'\xde\x9dkN\x14\x17\xea?<\xb3,\xb1\x95D\x9c?\xee\xfb\x81\xbch9\xe6?;\x9f\tf\xafk\xd8?'",b'\x90\xfc\xfbk\xfd\x9d\xe5?\x9e\xa2\xfa9\xcbM\xeb?',b'<\xb0jzS\xac\xe9?\x91\xf1*|\xf6\xd3\xe8?'
"b""\xda\xfdK\xce`\xbe\xed?^\x8d\xe4\xd9\x82\xd1\xe1?:n!]\xa6\x05\xcb?\xba\xd59'r\x18\xed?""",b'La\xef\x0f\xa5\xc7\xe9?\xa6U_#j\xbe\xed?',b'w\x17\xb3 \x00\xe8\xd2?\x19\x98S\x91\xa6\x84\xee?'
